university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
University of Windsor,Windsor,School of Dramatic Art / Faculty of Education,BA/BEd,Drama and Education,5 Years,"Applicants must satisfy the associated undergraduate degree requirements and the Faculty of Education's competitive admission, teachable-subject and progression requirements.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=87
University of Windsor,Windsor,Department of English and Creative Writing,BA,English - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=96
University of Windsor,Windsor,Department of English and Creative Writing,BA,English - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=97
University of Windsor,Windsor,Department of English and Creative Writing,BA,English and Creative Writing - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=97
University of Windsor,Windsor,Department of English and Creative Writing / Faculty of Education,BA/BEd,English and Education,5 Years,"Applicants must satisfy the associated undergraduate degree requirements and the Faculty of Education's competitive admission, teachable-subject and progression requirements.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=99
University of Windsor,Windsor,Department of History,BA,History - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=106
University of Windsor,Windsor,Department of History,BA,History - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=107
University of Windsor,Windsor,Department of History / Faculty of Education,BA/BEd,History and Education,5 Years,"Applicants must satisfy the associated undergraduate degree requirements and the Faculty of Education's competitive admission, teachable-subject and progression requirements.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=108
University of Windsor,Windsor,School of Social Work / Interdisciplinary and Critical Studies,BA,Disability Studies - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=118
University of Windsor,Windsor,School of Social Work / Department of Psychology,BA,Disability Studies and Psychology - Combined Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=119
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Disability Studies - Child and Youth Care Degree Completion,2 Years after eligible diploma,"Advanced-entry or degree-completion pathway. Applicants must hold the specified recognized college diploma, university degree or professional credential and meet transfer-credit and program-specific admission requirements; HSSC alone is not sufficient.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=121
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Disability Studies - College Graduate Degree Completion,2 Years after eligible diploma,"Advanced-entry or degree-completion pathway. Applicants must hold the specified recognized college diploma, university degree or professional credential and meet transfer-credit and program-specific admission requirements; HSSC alone is not sufficient.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=122
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Liberal Arts and Professional Studies - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=123
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Liberal Arts and Professional Studies - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=123
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Liberal Arts and Professional Studies - Degree Completion,2 Years after eligible diploma,"Advanced-entry or degree-completion pathway. Applicants must hold the specified recognized college diploma, university degree or professional credential and meet transfer-credit and program-specific admission requirements; HSSC alone is not sufficient.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=124
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Liberal Arts and Professional Studies - Career Professionals Pathway,Variable,"Advanced-entry or degree-completion pathway. Applicants must hold the specified recognized college diploma, university degree or professional credential and meet transfer-credit and program-specific admission requirements; HSSC alone is not sufficient.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=125
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Social Justice - Combined Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=126
University of Windsor,Windsor,Interdisciplinary and Critical Studies,Certificate,Work and Employment Issues,8-12 Courses,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=128
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Women's and Gender Studies - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=128
University of Windsor,Windsor,Interdisciplinary and Critical Studies,BA,Women's and Gender Studies - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=129
University of Windsor,Windsor,Odette School of Business / Women's and Gender Studies,BComm/BA,Business Administration and Women's and Gender Studies,4 Years,"Pakistan Intermediate/HSSC with passes in six senior-level subjects, including English and Grade 12-equivalent mathematics. Competitive admission and specialization requirements apply.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=131
University of Windsor,Windsor,School of Social Work / Women's and Gender Studies,BSW/BA,Social Work and Women's and Gender Studies,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=131
University of Windsor,Windsor,Interdisciplinary and Critical Studies,Certificate,Women's and Gender Studies,8-12 Courses,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=131
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,Greek and Roman Studies - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=143
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,French Studies - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=145
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,French Studies - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=146
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,French Studies - Honours Co-op,4-5 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=146
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures / Faculty of Education",BA/BEd,French Studies and Education,5 Years,"Applicants must satisfy the associated undergraduate degree requirements and the Faculty of Education's competitive admission, teachable-subject and progression requirements.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=148
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,Modern Languages - Honours with Year Abroad,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=149
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,Second-Language Education - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=150
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",BA,Modern Languages - Two Languages Option,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=152
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures / Faculty of Education",BA/BEd,Second-Language Education and Education,5 Years,"Applicants must satisfy the associated undergraduate degree requirements and the Faculty of Education's competitive admission, teachable-subject and progression requirements.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=153
University of Windsor,Windsor,"Department of Languages, Literatures and Cultures",Certificate,Second-Language Education,8-12 Courses,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=153
University of Windsor,Windsor,Department of Philosophy,BA,Philosophy - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=171
University of Windsor,Windsor,Department of Philosophy,BA,Philosophy - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=172
University of Windsor,Windsor,Department of Philosophy,Certificate,"Critical Reasoning, Ethics and Law",8-12 Courses,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=173
University of Windsor,Windsor,Department of Political Science,BA,Political Science - General,3 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=182
University of Windsor,Windsor,Department of Political Science,BA,Political Science - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=183
University of Windsor,Windsor,Department of Political Science,BA,Political Science - Honours Co-op,4-5 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=184
University of Windsor,Windsor,Department of Political Science,BA,Political Science - Honours with Thesis,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=184
University of Windsor,Windsor,Department of Political Science,BA,Political Science - French Specialization,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=185
University of Windsor,Windsor,Department of Political Science,BA,Political Science - French Specialization with Thesis,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=187
University of Windsor,Windsor,Department of Political Science,BA,Law and Politics - Honours,4 Years,"Pakistan Intermediate/Higher Secondary School Certificate (HSSC) from a recognized board with passes in six senior-level subjects, including English and all program prerequisites. Admission is competitive and the required average varies by program.","IELTS Academic 6.5 overall; TOEFL iBT 83 with Writing 20. Some programs, including Nursing, Education and professional programs, may set higher English or supplementary requirements.","Domestic and international: official 2026-27 tuition is faculty- and program-specific; mandatory ancillary fees, international health insurance, laboratory, studio and co-op fees may be additional.",01-May-2027,https://www.uwindsor.ca/secretariat/sites/uwindsor.ca.secretariat/files/undergraduate_calendar_fall_2026.pdf#page=188
